VendorNumber,VendorName,Brand,Description,Actual_Price,PurchasePrice,Volume,TotalsalesQuantity,TotalsalesDollers,TotalsalesPrice,TotalsalesExciseTax,TotalpurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,StockturnOver,SalesPurchaseRate
1392,"CONSTELLATION BRANDS INC",693,"Svedka Vanilla Vodka",12.99,9.35,1000,420,5455.799999999968,3715.139999999973,441.0000000000016,2325892,15573917.899999999,79528.99,-15568462.099999998,0.000180575882285162,0.0003503164736729458
12546,"JIM BEAM BRANDS COMPANY",742,"DeKuyper Spearmint Schnapps",12.99,10.39,1000,92,1195.0800000000004,714.4500000000004,96.5999999999999,2737165,24203151.05000001,123880.96999999999,-24201955.97000001,0.00003361141911430257,0.00004937704175506519
480,"BACARDI USA INC",743,"Angels Envy Whiskey",45.99,36.5,750,3216,160767.84000000125,96280.74000000235,2533.5499999999774,1427075,17624378.719999995,89286.26999999999,-17463610.879999995,0.002253560604733458,0.009121901120835725
90032,"LABELLE VYDS AND WINERY",753,"LaBelle Winery Blueberry",19.99,13.79,750,1026,20509.740000000056,16631.679999999866,113.2399999999996,12855,146839.55,778.25,-126329.80999999994,0.07981330221703617,0.13967449505259352
12546,"JIM BEAM BRANDS COMPANY",757,"Jim Beam Rye",17.99,13.95,750,2667,51773.32999999982,43480.64000000009,2103.789999999947,2737165,24203151.05000001,123880.96999999999,-24151377.72000001,0.0009743658128026626,0.002139115270282123
7239,"REMY COINTREAU USA INC",758,"Cointreau Liqueur",39.99,28.77,1000,1246,51477.54000000009,32284.18000000053,1308.2999999999888,142363,3354958.28,16978.669999999995,-3303480.7399999998,0.008752274116167824,0.015343719862889052
9165,"ULTRA BEVERAGE COMPANY LLP",759,"Bunnahabhain 12 Yr Single",49.99,37,750,1151,64902.489999999656,55668.12999999964,907.9199999999928,1077527,13210613.930000002,68054.70000000003,-13145711.440000001,0.00106818669044952,0.004912904906910685
1392,"CONSTELLATION BRANDS INC",779,"Svedka Raspberry Vodka",12.99,9.55,1000,413,5364.869999999979,2870.7899999999872,433.65000000000134,2325892,15573917.899999999,79528.99,-15568553.03,0.00017756628424707595,0.0003444778657783973
1392,"CONSTELLATION BRANDS INC",780,"Svedka Clementine Vodka",12.99,9.84,1000,283,3676.1699999999923,1857.570000000001,297.1500000000004,2325892,15573917.899999999,79528.99,-15570241.729999999,0.00012167374925404963,0.00023604657630820004
7239,"REMY COINTREAU USA INC",782,"Remy Martin 1738 Accord Ryl",54.99,35.15,750,9148,444072.5199999858,151788.5700000022,7204.399999999838,142363,3354958.28,16978.669999999995,-2910885.7600000137,0.06425826935369443,0.13236305281268232
480,"BACARDI USA INC",802,"Bacardi Torched Cherry Rum",11.99,7.99,750,4962,57060.37999999948,39933.56000000064,3910.699999999972,1427075,17624378.719999995,89286.26999999999,-17567318.339999996,0.003477042201706287,0.0032375824933475726
12546,"JIM BEAM BRANDS COMPANY",807,"Jim Beam",19.99,13.23,1000,10239,192879.61000000194,99887.49000000728,10750.950000000079,2737165,24203151.05000001,123880.96999999999,-24010271.440000005,0.003740731742514609,0.007969194159948106
1128,"BROWN-FORMAN CORP",809,"Southern Comfort",17.99,13.13,1000,1984,38106.16000000037,23367.920000000395,2083.1999999999694,1006122,13529433.080000006,68601.68000000001,-13491326.920000006,0.0019719278576554333,0.0028165378234754792
480,"BACARDI USA INC",810,"Bacardi Black Razz",11.99,7.19,750,3153,37736.47000000071,24286.120000000898,2484.3499999999653,1427075,17624378.719999995,89286.26999999999,-17586642.249999993,0.002209414361543717,0.0021411517875054333
1128,"BROWN-FORMAN CORP",811,"Jack Daniels No 7 Black",29.99,19.84,1000,32064,937915.3599999225,253234.69999997146,33667.1999999981,1006122,13529433.080000006,68601.68000000001,-12591517.720000083,0.031868898602753944,0.06932406956403839
3089,"SIDNEY FRANK IMPORTING CO",812,"Jagermeister Liqueur",22.99,17.03,1000,14479,313344.20999998477,150325.8400000056,15202.949999999504,186464,1715908.8799999997,8549.550000000001,-1402564.6700000148,0.07765037755277159,0.1826112176772375
8112,"MOET HENNESSY USA INC",820,"Hennessy VS Cognac",39.99,25.54,1000,0,0,0,0,427867,9472995.2,48347.26,-9472995.2,0,0
8112,"MOET HENNESSY USA INC",821,"Grand Marnier",38.99,27.99,1000,8616,331221.8399999842,188002.229999994,9046.800000000178,427867,9472995.2,48347.26,-9141773.360000014,0.020137098677860177,0.034964848287897816
3960,"DIAGEO NORTH AMERICA INC",822,Tanqueray,26.99,19.99,1000,9900,267200.999999995,143883.6900000067,10394.999999999938,5459788,50959796.849999994,257032.07000000007,-50692595.85,0.001813257218045829,0.005243368626183898
480,"BACARDI USA INC",824,"Dewars White Label Scotch",26.99,20.76,1000,6617,178592.83,106394.58000000632,6947.850000000359,1427075,17624378.719999995,89286.26999999999,-17445785.889999997,0.004636757002960601,0.010133283722355238
6213,"MHW LTD",828,"Bols Sloe Gin",9.99,7.74,1000,134,1338.6600000000008,899.1000000000006,140.69999999999996,215201,1888333.0099999998,9621.580000000002,-1886994.3499999999,0.0006226736864605647,0.000708910977518738
6213,"MHW LTD",831,"Bols Green Creme De Menthe",9.99,7.46,1000,480,4795.199999999956,3976.0199999999595,504.00000000000284,215201,1888333.0099999998,9621.580000000002,-1883537.8099999998,0.002230472906724411,0.0025393826060372457
6213,"MHW LTD",836,"Bols Creme de Cassis",9.99,7.8,1000,183,1828.1700000000014,1578.4200000000012,192.15000000000026,215201,1888333.0099999998,9621.580000000002,-1886504.8399999999,0.0008503677956886817,0.0009681396185517097
6213,"MHW LTD",838,"Bols Cherry Flavored Brandy",10.99,7.96,1000,236,2593.639999999997,1219.8900000000008,247.8000000000003,215201,1888333.0099999998,9621.580000000002,-1885739.3699999999,0.0010966491791395022,0.0013735077373879078
3960,"DIAGEO NORTH AMERICA INC",854,"Seagrams VO Canadian Whiskey",15.99,11.67,1000,2221,35513.790000000525,24240.840000000593,2332.0499999999793,5459788,50959796.849999994,257032.07000000007,-50924283.059999995,0.00040679235164442284,0.0006968981863199977
9165,"ULTRA BEVERAGE COMPANY LLP",856,"Chinaco Blanco Tequila",29.99,21.73,750,191,5728.089999999982,3718.7599999999884,150.57,1077527,13210613.930000002,68054.70000000003,-13204885.840000002,0.0001772577392492253,0.0004335975625623314
17035,"PERNOD RICARD USA",857,Kahlua,21.99,16.17,1000,19674,462932.259999968,199801.3599999854,20657.699999999015,1647558,24124091.56,123780.21999999997,-23661159.30000003,0.011941309501698878,0.019189624564663527
12546,"JIM BEAM BRANDS COMPANY",858,"Canadian Club",11.99,8.95,1000,8677,104037.23000000443,57995.62999999764,9110.850000000364,2737165,24203151.05000001,123880.96999999999,-24099113.820000004,0.0031700683005956892,0.0042984993889877985
17035,"PERNOD RICARD USA",859,"Beefeater Gin",22.99,17.29,1000,5006,116057.94000000402,77401.63000000085,5256.300000000222,1647558,24124091.56,123780.21999999997,-24008033.619999994,0.0030384362796332513,0.0048108729695106505
9165,"ULTRA BEVERAGE COMPANY LLP",870,"Carpano Antica Formula",29.99,17.64,1000,2494,72614.06000000014,52517.959999999424,374.0999999999964,1077527,13210613.930000002,68054.70000000003,-13137999.870000001,0.002314559171139099,0.005496645378085024
12546,"JIM BEAM BRANDS COMPANY",876,"DeKuyper Creme de Cacao Whit",8.99,6.66,1000,875,7866.249999999906,5807.539999999911,918.7499999999927,2737165,24203151.05000001,123880.96999999999,-24195284.80000001,0.00031967382309798644,0.0003250093338569609
9165,"ULTRA BEVERAGE COMPANY LLP",883,"Patron Burdeos Anejo Tequila",499.99,390.62,750,27,13499.729999999996,10499.789999999997,21.29999999999999,1077527,13210613.930000002,68054.70000000003,-13197114.200000001,0.00002505737675250829,0.0010218851350536737
653,"STATE WINE & SPIRITS",892,"Uncle Val's Botanical Gin",33.99,24.99,750,2753,93934.4700000022,77269.39000000044,2171.1999999999507,154092,1529682.0400000003,8014.98,-1435747.569999998,0.017865950211561923,0.061407840024062896
480,"BACARDI USA INC",903,"Bombay Sapphire Gin",24.99,18.79,1000,9465,251306.3499999942,132815.32000001054,9938.249999999918,1427075,17624378.719999995,89286.26999999999,-17373072.37,0.0066324474887444595,0.014259018941462823
9165,"ULTRA BEVERAGE COMPANY LLP",934,"Tanteo Jalapeno Tequila",35.99,26.08,750,1990,74696.10000000033,55957.08999999934,1568.7099999999728,1077527,13210613.930000002,68054.70000000003,-13135917.830000002,0.0018468214717589444,0.005654248954348204
8112,"MOET HENNESSY USA INC",942,"Glenmorangie Nectar D'Or",64.99,45.45,750,990,62668.099999999766,51741.819999999745,780.8299999999977,427867,9472995.2,48347.26,-9410327.1,0.002313803121063321,0.006615447245238736
653,"STATE WINE & SPIRITS",950,"Mastersons 10 Yr Old Rye",79.99,58.82,750,21,1679.79,1439.82,16.559999999999995,154092,1529682.0400000003,8014.98,-1528002.2500000002,0.0001362822210108247,0.001098130170894861
9165,"ULTRA BEVERAGE COMPANY LLP",966,"Patron Citronge Orange Liqu",20.99,16.15,750,9887,210796.12999999386,129169.48000001341,7789.499999999668,1077527,13210613.930000002,68054.70000000003,-12999817.800000008,0.009175640146372203,0.01595657333693604
